ContentLength    CreationTime                      Group       IsDirectory    LastModified         Name                                                   Owner                                 Permissions
0                2022-02-06T06:18:26.311468+00:00  $superuser  True           2022-02-06T06:18:26  Global/Activity/H_USER_TERRITORY_REJECTS               63d37043-72c4-453d-91e6-cd3dd09a1381  rwxrwx---+
0                2022-02-06T06:18:26.975958+00:00  $superuser  True           2022-02-06T06:18:26  Global/Activity/H_USER_TERRITORY_VALIGN                63d37043-72c4-453d-91e6-cd3dd09a1381  rwxrwx---+
0                2022-02-06T06:18:27.867677+00:00  $superuser  True           2022-02-06T06:18:27  Global/Activity/SCD_ACCOUNT_CUSTOMER_JOURNEY           63d37043-72c4-453d-91e6-cd3dd09a1381  rwxrwx---+
0                2022-02-06T06:18:31.488329+00:00  $superuser  True           2022-02-06T06:18:31  Global/Activity/SCD_ACCOUNT_CUSTOMER_UTILISATION       63d37043-72c4-453d-91e6-cd3dd09a1381  rwxrwx---+
0                2022-02-06T06:18:34.791580+00:00  $superuser  True           2022-02-06T06:18:34  Global/Activity/SCD_ACCOUNT_PERSONA                    63d37043-72c4-453d-91e6-cd3dd09a1381  rwxrwx---+
0                2022-03-30T08:37:00.510015+00:00  $superuser  True           2022-03-30T08:37:00  Global/Activity/SCD_ACCOUNT_PLAN                       63d37043-72c4-453d-91e6-cd3dd09a1381  rwxrwx---+
0                2022-04-18T07:43:29.917337+00:00  $superuser  True           2022-04-18T07:43:29  Global/Activity/SCD_ACCOUNT_PLAN_MILESTONE             63d37043-72c4-453d-91e6-cd3dd09a1381  rwxrwx---+
0                2022-02-06T06:18:41.743835+00:00  $superuser  True           2022-02-06T06:18:41  Global/Activity/SCD_ACCOUNT_SEGMENT                    63d37043-72c4-453d-91e6-cd3dd09a1381  rwxrwx---+
0                2022-02-06T06:18:45.800671+00:00  $superuser  True           2022-02-06T06:18:45  Global/Activity/SCD_ACCOUNT_SPECIALTY                  63d37043-72c4-453d-91e6-cd3dd09a1381  rwxrwx---+
0                2022-02-06T06:18:52.513448+00:00  $superuser  True           2022-02-06T06:18:52  Global/Activity/SCD_CLM_PRESENTATION                   63d37043-72c4-453d-91e6-cd3dd09a1381  rwxrwx---+
0                2022-02-06T06:18:56.711006+00:00  $superuser  True           2022-02-06T06:18:56  Global/Activity/SCD_FORMULARY_STATUS                   63d37043-72c4-453d-91e6-cd3dd09a1381  rwxrwx---+
0                2022-02-06T06:19:00.864725+00:00  $superuser  True           2022-02-06T06:19:00  Global/Activity/SCD_HIERARCHY_TERRITORY                63d37043-72c4-453d-91e6-cd3dd09a1381  rwxrwx---+
0                2022-02-06T06:19:04.616947+00:00  $superuser  True           2022-02-06T06:19:04  Global/Activity/SCD_HIER_TERRITORY_DEFINED             63d37043-72c4-453d-91e6-cd3dd09a1381  rwxrwx---+
0                2022-03-29T19:47:03.721954+00:00  $superuser  True           2022-03-29T19:47:03  Global/Activity/SCD_HIER_TERR_HIER_TMP_CN              63d37043-72c4-453d-91e6-cd3dd09a1381  rwxrwx---+
0                2022-02-06T06:19:07.903554+00:00  $superuser  True           2022-02-06T06:19:07  Global/Activity/SCD_KEY_STAKEHOLDER_ATTITUDE           63d37043-72c4-453d-91e6-cd3dd09a1381  rwxrwx---+
0                2022-02-06T06:19:09.688128+00:00  $superuser  True           2022-02-06T06:19:09  Global/Activity/SCD_TERRITORY_DIVISION                 63d37043-72c4-453d-91e6-cd3dd09a1381  rwxrwx---+
0                2022-02-06T06:19:10.561808+00:00  $superuser  True           2022-02-06T06:19:10  Global/Activity/SCD_TERRITORY_NAME                     63d37043-72c4-453d-91e6-cd3dd09a1381  rwxrwx---+
0                2022-02-06T06:19:11.452891+00:00  $superuser  True           2022-02-06T06:19:11  Global/Activity/SD_ACCOUNT_ALN                         63d37043-72c4-453d-91e6-cd3dd09a1381  rwxrwx---+
0                2022-02-06T06:19:13.237760+00:00  $superuser  True           2022-02-06T06:19:13  Global/Activity/SD_CONSENT_HEADER                      63d37043-72c4-453d-91e6-cd3dd09a1381  rwxrwx---+
0                2022-03-29T19:56:25.327291+00:00  $superuser  True           2022-03-29T19:56:25  Global/Activity/SD_CORE_GSK_PERSONA_C                  63d37043-72c4-453d-91e6-cd3dd09a1381  rwxrwx---+
0                2022-03-17T05:32:01.650428+00:00  $superuser  True           2022-03-17T05:32:01  Global/Activity/SD_COUNTRY_ALN                         63d37043-72c4-453d-91e6-cd3dd09a1381  rwxrwx---+
0                2022-02-06T06:19:14.116682+00:00  $superuser  True           2022-02-06T06:19:14  Global/Activity/SD_EU5_GSK_HCP_SUBTYPES_C              63d37043-72c4-453d-91e6-cd3dd09a1381  rwxrwx---+
0                2022-03-29T18:13:23.612602+00:00  $superuser  True           2022-03-29T18:13:23  Global/Activity/SD_EU5_GSK_SIMPLIFIED_MEETING_THEME_C  63d37043-72c4-453d-91e6-cd3dd09a1381  rwxrwx---+
0                2022-02-06T06:19:14.890071+00:00  $superuser  True           2022-02-06T06:19:14  Global/Activity/SD_FIELD_FORCE_ALN                     63d37043-72c4-453d-91e6-cd3dd09a1381  rwxrwx---+
0                2022-02-06T06:19:15.876247+00:00  $superuser  True           2022-02-06T06:19:15  Global/Activity/SD_ROSTER_MEMBER_ALN                   63d37043-72c4-453d-91e6-cd3dd09a1381  rwxrwx---+
0                2022-02-06T06:19:16.814111+00:00  $superuser  True           2022-02-06T06:19:16  Global/Activity/SD_ROSTER_MEMBER_TERRITORY_ALN         63d37043-72c4-453d-91e6-cd3dd09a1381  rwxrwx---+
0                2022-02-06T06:19:17.934168+00:00  $superuser  True           2022-02-06T06:19:17  Global/Activity/SD_TERRITORY_ALN                       63d37043-72c4-453d-91e6-cd3dd09a1381  rwxrwx---+
0                2022-03-29T17:49:10.168411+00:00  $superuser  True           2022-03-29T17:49:10  Global/Activity/SD_TERRITORY_TYPE                      63d37043-72c4-453d-91e6-cd3dd09a1381  rwxrwx---+
0                2022-03-17T05:33:41.334595+00:00  $superuser  True           2022-03-17T05:33:41  Global/Activity/SD_VEEVACRM_ORG_ALN                    63d37043-72c4-453d-91e6-cd3dd09a1381  rwxrwx---+
0                2022-02-06T06:19:18.901452+00:00  $superuser  True           2022-02-06T06:19:18  Global/Activity/SF_MC_CYCLE                            63d37043-72c4-453d-91e6-cd3dd09a1381  rwxrwx---+
0                2022-02-06T06:19:19.911309+00:00  $superuser  True           2022-02-06T06:19:19  Global/Activity/SF_MC_CYCLE_PLAN                       63d37043-72c4-453d-91e6-cd3dd09a1381  rwxrwx---+
0                2022-02-06T06:19:21.017631+00:00  $superuser  True           2022-02-06T06:19:21  Global/Activity/SF_MC_CYCLE_PLAN_CHANNEL               63d37043-72c4-453d-91e6-cd3dd09a1381  rwxrwx---+
0                2022-02-06T06:19:25.581501+00:00  $superuser  True           2022-02-06T06:19:25  Global/Activity/SF_MC_CYCLE_PLAN_PRODUCT               63d37043-72c4-453d-91e6-cd3dd09a1381  rwxrwx---+
0                2022-02-06T06:19:31.117652+00:00  $superuser  True           2022-02-06T06:19:31  Global/Activity/SF_MC_CYCLE_PLAN_TARGET                63d37043-72c4-453d-91e6-cd3dd09a1381  rwxrwx---+
0                2022-03-30T11:45:27.940929+00:00  $superuser  True           2022-03-30T11:45:27  Global/Activity/SF_SURVEY_TARGETS_CN4                  63d37043-72c4-453d-91e6-cd3dd09a1381  rwxrwx---+
0                2022-04-22T18:12:51.130290+00:00  $superuser  True           2022-04-22T18:12:51  Global/Activity/STAGE                                  63d37043-72c4-453d-91e6-cd3dd09a1381  rwxrwx---+
0                2022-02-06T06:19:35.799015+00:00  $superuser  True           2022-02-06T06:19:35  Global/Activity/S_CUSTOMER_JOURNEY                     63d37043-72c4-453d-91e6-cd3dd09a1381  rwxrwx---+
0                2022-03-31T14:58:43.714242+00:00  $superuser  True           2022-03-31T14:58:43  Global/Activity/acclisitem                             63d37043-72c4-453d-91e6-cd3dd09a1381  rwxrwx---+
0                2022-03-31T14:32:58.088170+00:00  $superuser  True           2022-03-31T14:32:58  Global/Activity/quesres_r1                             63d37043-72c4-453d-91e6-cd3dd09a1381  rwxrwx---+
